wav,transcript,accent
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0161.wav,Take away their foreman and they wouldn't be worth their grub,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0162.wav,That's the sub foreman explained Thorpe,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0163.wav,Philip made no effort to follow,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0164.wav,He came first a year ago and revealed himself to Jeanne,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0165.wav,They are to attack your camp tomorrow night,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0166.wav,Two days ago Jeanne learned where her father's men were hiding,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0167.wav,I was near the cabin and saw you,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0168.wav,A low bush whipped him in the face and left no sting,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0169.wav,Suddenly Jeanne stopped for an instant,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0170.wav,There was none of the joy of meeting in his face,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0171.wav,And when you come back in a few days bring Eileen,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0172.wav,Gregson had left the outer door slightly ajar,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0173.wav,The date was nearly eighteen years old,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0174.wav,They were the presage of storm,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0175.wav,Down there the earth was already swelling with life,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0176.wav,For the first time in his life he was yearning for a scrap,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0177.wav,She had been thoroughly and efficiently mauled,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0178.wav,Every bone in her aged body seemed broken or dislocated,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0179.wav,Tomorrow I'm going after that bear he said,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0180.wav,If not let's say our prayers and go to bed,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0181.wav,So cheer up and give us your paw,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0182.wav,This time he did not yap for mercy,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0183.wav,And the air was growing chilly,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0184.wav,Don't you see I'm chewing this thing in two,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0185.wav,The questions may have come vaguely in his mind,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0186.wav,Like a flash he launched himself into the feathered mass of the owl,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0187.wav,Ahead of them they saw a glimmer of sunshine,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0188.wav,Two gigantic owls were tearing at the carcass,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0189.wav,The big eyed clucking moose birds were most annoying,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0190.wav,Next to them the Canada jays were most persistent,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0191.wav,For a time the exciting thrill of his adventure was gone,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0192.wav,He did not rush in,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0193.wav,It was edged with ice,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0194.wav,He drank of the water cautiously,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0195.wav,But a strange thing happened,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0196.wav,He began to follow the footprints of the dog,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0197.wav,Such a dog the wise driver kills or turns loose,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0198.wav,Sometimes her dreams were filled with visions,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0199.wav,Thus had the raw wilderness prepared him for this day,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0200.wav,He leapt again and the club caught him once more,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0201.wav,He cried and swung the club wildly,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0202.wav,She turned fearing that Jacques might see what was in her face,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0203.wav,They were following the shore of a lake,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0204.wav,The wolf dog thrust his gaunt muzzle toward him,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0205.wav,From now on we're pals,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0206.wav,He says he bought him of Jacques Le Beau,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0207.wav,How much was it,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0208.wav,Youth had come back to her freed from the yoke of oppression,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0209.wav,It was not a large lake and almost round,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0210.wav,Its diameter was not more than two hundred yards,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0211.wav,It drowned all sound that brute agony and death may have made,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0212.wav,Fresh cases still able to walk they clustered about the spokesman,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0213.wav,Between him and the beach was the cane grass fence of the compound,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0214.wav,Besides he was paid one case of tobacco per head,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0215.wav,They die out of spite,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0216.wav,The other felt a sudden wave of irritation rush through him,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0217.wav,Oppressive as the heat had been it was now even more oppressive,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0218.wav,The ringing of the big bell aroused him,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0219.wav,At first he puzzled over something untoward he was sure had happened,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0220.wav,A dead man is of no use on a plantation,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0221.wav,I don't know why you're here at all,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0222.wav,What part of the United States is your home,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0223.wav,My I'm almost homesick for it already,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0224.wav,She nodded and her eyes grew soft and moist,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0225.wav,I was brought up the way most girls in Hawaii are brought up,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0226.wav,That came before my A B C's,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0227.wav,It was the same way with our revolvers and rifles,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0228.wav,But it contributed to the smash,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0229.wav,The last one I knew was an overseer,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0230.wav,Do you know any good land around here,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0231.wav,The Resident Commissioner is away in Australia,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0232.wav,I cannot follow you she said,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0233.wav,I never allow what can't be changed to annoy me,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0234.wav,Why the average review is more nauseating than cod liver oil,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0235.wav,His voice was passionately rebellious,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0236.wav,Don't you see I hate you,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0237.wav,So Hughie and I did the managing ourselves,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0238.wav,It happened to him at the Gallina Society in Oakland one afternoon,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0239.wav,He cried in such genuine dismay that she broke into hearty laughter,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0240.wav,Wash your hands of me,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0241.wav,I think it's much nicer to quarrel,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0242.wav,I saw it when she rolled,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0243.wav,I only read the quotations,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0244.wav,He was the soul of devotion to his employers,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0245.wav,Out of his eighteen hundred he laid aside sixteen hundred each year,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0246.wav,You have heard always how he was the lover of the Princess Naomi,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0247.wav,They ought to pass here some time today,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0248.wav,I had been sad too long already,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0249.wav,All eyes however were staring at him in certitude of expectancy,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0250.wav,He had observed the business life of Hawaii and developed a vaulting ambition,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0251.wav,I may manage to freight a cargo back as well,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0252.wav,O'Brien had been a clean living young man with ideals,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0253.wav,He it was that lived to found the family of the Patino,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0254.wav,Straight out they swam their heads growing smaller and smaller,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0255.wav,You won't die of malnutrition be sure of that,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0256.wav,See the length of the body and that elongated neck,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0257.wav,They are coming ashore whoever they are,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0258.wav,Soaked in seawater they offset the heat rays,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0259.wav,Think of investing in such an adventure,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0260.wav,Nobody knew his history they of the Junta least of all,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0261.wav,I have been doubly baptized,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0262.wav,They wouldn't be sweeping a big vessel like the Martha,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0263.wav,Joan looked triumphantly at Sheldon who bowed,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0264.wav,And I hope you've got plenty of chain out Captain Young,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0265.wav,The discovery seemed to have been made on the spur of the moment,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0266.wav,They handled two men already both grub thieves,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0267.wav,Eli Harding asked as Shunk started to follow,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0268.wav,Now go ahead and tell me in a straightforward way what has happened,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0269.wav,That's where they cut off the Scottish Chiefs and killed all hands,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0270.wav,And after the bath a shave would not be bad,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0271.wav,Now please give a plain statement of what occurred,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0272.wav,You can take a vacation on pay,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0273.wav,They are big trees and require plenty of room,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0274.wav,And Raoul listened again to the tale of the house,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0275.wav,There are no kiddies and half grown youths among them,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0276.wav,Oolong Atoll was one hundred and forty miles in circumference,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0277.wav,M'Coy found a stifling poisonous atmosphere in the pent cabin,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0278.wav,It would give me nervous prostration,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0279.wav,She said with chattering teeth,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0280.wav,I'll be out of my head in fifteen minutes,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0281.wav,I do not blame you for anything remember that,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0282.wav,If you mean to insinuate Brentwood began hotly,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0283.wav,The woman in you is only incidental accidental and irrelevant,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0284.wav,There was no forecasting this strange girl's processes,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0285.wav,But what they want with your toothbrush is more than I can imagine,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0286.wav,Give them their choice between a fine or an official whipping,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0287.wav,Keep an eye on him,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0288.wav,Those are my oysters he said at last,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0289.wav,They are not regular oyster pirates Nicholas continued,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0290.wav,One by one the boys were captured,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0291.wav,The weeks had gone by and no overt acts had been attempted,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0292.wav,Here in the midmorning the first casualty occurred,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0293.wav,They were deep in the primeval forest,Male Arabic
C:\Users\Usuario\Desktop\TUE\BEP 2025\data\l2arctic_release_v5.0\ABA\ABA\wav\arctic_a0294.wav,He had been foiled in his attempt to escape,Male Arabic
